timestamp,service,utime,stime,rss,cache,pgfault,rx,tx
1770768210.5165431,home-timeline-redis,4258,2302,207822848,51441664,355724,192427923,94244534
1770768210.5165431,kube-flannel,2333,1935,17256448,4096,7469078,0,0
1770768210.5165431,kube-proxy,455,150,14876672,0,168807,0,0
1770768211.516619,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768211.516619,post-storage-memcached,2687,6404,69181440,0,50985,462255592,4298903823
1770768211.516619,home-timeline-redis,4258,2302,207822848,51441664,355724,192427923,94244534
1770768211.516619,kube-flannel,2333,1936,17260544,4096,7470603,0,0
1770768211.516619,kube-proxy,455,150,14876672,0,168807,0,0
1770768212.5167224,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768212.5167224,post-storage-memcached,2687,6404,69181440,0,50985,462255592,4298903823
1770768212.5167224,home-timeline-redis,4258,2302,207822848,51441664,355724,192427923,94244534
1770768212.5167224,kube-flannel,2333,1936,17260544,4096,7470603,0,0
1770768212.5167224,kube-proxy,455,150,14876672,0,168807,0,0
1770768213.5168288,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768213.5168288,post-storage-memcached,2687,6404,69181440,0,50985,462255592,4298903823
1770768213.5168288,home-timeline-redis,4258,2302,207822848,51441664,355724,192427923,94244534
1770768213.5168288,kube-flannel,2333,1936,17260544,4096,7471218,0,0
1770768213.5168288,kube-proxy,455,150,14876672,0,168807,0,0
1770768214.5169015,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768214.5169015,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768214.5169015,home-timeline-redis,4258,2302,207822848,51441664,355724,192427923,94244534
1770768214.5169015,kube-flannel,2333,1936,17260544,4096,7471218,0,0
1770768214.5169015,kube-proxy,455,150,14876672,0,168807,0,0
1770768215.5169747,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768215.5169747,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768215.5169747,home-timeline-redis,4258,2302,207822848,51441664,355724,192427923,94244534
1770768215.5169747,kube-flannel,2333,1936,17260544,4096,7471218,0,0
1770768215.5169747,kube-proxy,455,150,14876672,0,168807,0,0
1770768216.5170465,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768216.5170465,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768216.5170465,home-timeline-redis,4258,2302,207822848,51441664,355724,192427923,94244534
1770768216.5170465,kube-flannel,2333,1936,17285120,4096,7472740,0,0
1770768216.5170465,kube-proxy,455,150,14876672,0,168807,0,0
1770768217.5171216,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768217.5171216,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768217.5171216,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768217.5171216,kube-flannel,2333,1936,17285120,4096,7472740,0,0
1770768217.5171216,kube-proxy,455,150,14876672,0,168807,0,0
1770768218.517199,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768218.517199,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768218.517199,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768218.517199,kube-flannel,2333,1936,17285120,4096,7473356,0,0
1770768218.517199,kube-proxy,455,150,14876672,0,168807,0,0
1770768219.5172787,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768219.5172787,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768219.5172787,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768219.5172787,kube-flannel,2333,1936,17285120,4096,7473356,0,0
1770768219.5172787,kube-proxy,455,150,14876672,0,168807,0,0
1770768220.517356,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768220.517356,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768220.517356,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768220.517356,kube-flannel,2333,1936,17285120,4096,7473356,0,0
1770768220.517356,kube-proxy,455,150,14876672,0,168807,0,0
1770768221.5174375,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768221.5174375,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768221.5174375,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768221.5174375,kube-flannel,2333,1937,17285120,4096,7474886,0,0
1770768221.5174375,kube-proxy,455,150,14876672,0,168807,0,0
1770768222.5175154,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768222.5175154,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768222.5175154,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768222.5175154,kube-flannel,2333,1937,17285120,4096,7474886,0,0
1770768222.5175154,kube-proxy,455,150,14876672,0,168807,0,0
1770768223.5176058,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768223.5176058,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768223.5176058,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768223.5176058,kube-flannel,2334,1937,17285120,4096,7475505,0,0
1770768223.5176058,kube-proxy,455,150,14880768,0,169019,0,0
1770768224.5176814,user-timeline-redis,2980,2017,4640768,544768,10511,153987940,28148239
1770768224.5176814,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768224.5176814,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768224.5176814,kube-flannel,2334,1937,17285120,4096,7475505,0,0
1770768224.5176814,kube-proxy,455,150,14880768,0,169019,0,0
1770768225.5178092,user-timeline-redis,2980,2018,4640768,544768,10511,153987940,28148239
1770768225.5178092,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768225.5178092,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768225.5178092,kube-flannel,2334,1937,17285120,4096,7475505,0,0
1770768225.5178092,kube-proxy,455,150,14880768,0,169019,0,0
1770768226.517889,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768226.517889,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768226.517889,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768226.517889,kube-flannel,2334,1937,17293312,4096,7477030,0,0
1770768226.517889,kube-proxy,455,150,14880768,0,169019,0,0
1770768227.517997,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768227.517997,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768227.517997,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768227.517997,kube-flannel,2334,1937,17293312,4096,7477030,0,0
1770768227.517997,kube-proxy,455,150,14880768,0,169019,0,0
1770768228.518096,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768228.518096,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768228.518096,home-timeline-redis,4259,2302,207822848,51441664,355724,192427923,94244534
1770768228.518096,kube-flannel,2334,1937,17293312,4096,7477030,0,0
1770768228.518096,kube-proxy,455,150,14880768,0,169019,0,0
1770768229.5181787,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768229.5181787,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768229.5181787,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768229.5181787,kube-flannel,2334,1937,17293312,4096,7477651,0,0
1770768229.5181787,kube-proxy,455,150,14880768,0,169019,0,0
1770768230.5182564,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768230.5182564,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768230.5182564,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768230.5182564,kube-flannel,2334,1937,17293312,4096,7477651,0,0
1770768230.5182564,kube-proxy,455,150,14880768,0,169019,0,0
1770768231.5183368,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768231.5183368,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768231.5183368,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768231.5183368,kube-flannel,2334,1938,17293312,4096,7479169,0,0
1770768231.5183368,kube-proxy,455,150,14880768,0,169019,0,0
1770768232.518417,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768232.518417,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768232.518417,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768232.518417,kube-flannel,2334,1938,17293312,4096,7479169,0,0
1770768232.518417,kube-proxy,455,150,14880768,0,169019,0,0
1770768233.5185053,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768233.5185053,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768233.5185053,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768233.5185053,kube-flannel,2335,1938,17293312,4096,7479788,0,0
1770768233.5185053,kube-proxy,455,150,14880768,0,169019,0,0
1770768234.5185854,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768234.5185854,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768234.5185854,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768234.5185854,kube-flannel,2335,1938,17293312,4096,7479788,0,0
1770768234.5185854,kube-proxy,455,150,14880768,0,169019,0,0
1770768235.5186696,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768235.5186696,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768235.5186696,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768235.5186696,kube-flannel,2335,1938,17293312,4096,7479788,0,0
1770768235.5186696,kube-proxy,455,150,14880768,0,169019,0,0
1770768236.5187545,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768236.5187545,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768236.5187545,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768236.5187545,kube-flannel,2335,1938,17293312,4096,7481307,0,0
1770768236.5187545,kube-proxy,455,150,14880768,0,169019,0,0
1770768237.5188441,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768237.5188441,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768237.5188441,home-timeline-redis,4260,2302,207822848,51441664,355724,192427923,94244534
1770768237.5188441,kube-flannel,2335,1938,17293312,4096,7481307,0,0
1770768237.5188441,kube-proxy,455,150,14880768,0,169019,0,0
1770768238.5189466,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768238.5189466,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768238.5189466,home-timeline-redis,4260,2303,207822848,51441664,355724,192427923,94244534
1770768238.5189466,kube-flannel,2335,1938,17293312,4096,7481922,0,0
1770768238.5189466,kube-proxy,455,150,14880768,0,169019,0,0
1770768239.5190306,user-timeline-redis,2981,2018,4640768,544768,10511,153987940,28148239
1770768239.5190306,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768239.5190306,home-timeline-redis,4260,2303,207822848,51441664,355724,192427923,94244534
1770768239.5190306,kube-flannel,2335,1938,17293312,4096,7481922,0,0
1770768239.5190306,kube-proxy,455,150,14880768,0,169019,0,0
1770768240.5191965,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768240.5191965,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768240.5191965,home-timeline-redis,4260,2303,207822848,51441664,355724,192427923,94244534
1770768240.5191965,kube-flannel,2335,1938,17293312,4096,7481922,0,0
1770768240.5191965,kube-proxy,455,150,14880768,0,169019,0,0
1770768241.519284,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768241.519284,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768241.519284,home-timeline-redis,4260,2303,207822848,51441664,355724,192427923,94244534
1770768241.519284,kube-flannel,2335,1938,17293312,4096,7483438,0,0
1770768241.519284,kube-proxy,455,150,14880768,0,169019,0,0
1770768242.5193639,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768242.5193639,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768242.5193639,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768242.5193639,kube-flannel,2335,1938,17293312,4096,7483438,0,0
1770768242.5193639,kube-proxy,455,150,14880768,0,169019,0,0
1770768243.5194454,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768243.5194454,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768243.5194454,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768243.5194454,kube-flannel,2335,1939,17293312,4096,7484052,0,0
1770768243.5194454,kube-proxy,455,150,14880768,0,169019,0,0
1770768244.519524,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768244.519524,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768244.519524,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768244.519524,kube-flannel,2335,1939,17293312,4096,7484052,0,0
1770768244.519524,kube-proxy,455,150,14880768,0,169019,0,0
1770768245.5196006,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768245.5196006,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768245.5196006,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768245.5196006,kube-flannel,2335,1939,17293312,4096,7484052,0,0
1770768245.5196006,kube-proxy,455,150,14880768,0,169019,0,0
1770768246.5196862,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768246.5196862,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768246.5196862,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768246.5196862,kube-flannel,2335,1939,17293312,4096,7485573,0,0
1770768246.5196862,kube-proxy,455,150,14880768,0,169019,0,0
1770768247.519766,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768247.519766,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768247.519766,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768247.519766,kube-flannel,2335,1939,17293312,4096,7485573,0,0
1770768247.519766,kube-proxy,455,150,14880768,0,169019,0,0
1770768248.519868,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768248.519868,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768248.519868,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768248.519868,kube-flannel,2336,1939,17293312,4096,7485573,0,0
1770768248.519868,kube-proxy,455,150,14880768,0,169019,0,0
1770768249.5199485,user-timeline-redis,2981,2019,4640768,544768,10511,153987940,28148239
1770768249.5199485,post-storage-memcached,2688,6404,69181440,0,50985,462255592,4298903823
1770768249.5199485,home-timeline-redis,4261,2303,207822848,51441664,355724,192427923,94244534
1770768249.5199485,kube-flannel,2336,1939,17293312,4096,7485573,0,0
1770768249.5199485,kube-proxy,455,150,14880768,0,169019,0,0
